id,abbr,name,publisher,url,rank,type,category
500,PR,Pattern Recognition,Elsevier,https://dblp.org/db/conf/par/,B,Journal,8
501,TACL,Transactions of the Association for Computational Linguistics,The Association for Computational Linguistics,https://dblp.org/db/journals/tacl/index.html,B,Journal,8
502,TALLIP,ACM Transactions on Asian and Low-Resource Language Information Processing,ACM,https://dblp.org/db/journals/talip/,C,Journal,8
503,,Applied Intelligence,Springer,https://dblp.org/db/journals/apin/,C,Journal,8
504,AIM,Artificial Intelligence in Medicine,Elsevier,https://dblp.org/db/journals/artmed/,C,Journal,8
505,,Artificial Life,MIT Press,https://dblp.org/db/journals/alife/,C,Journal,8
506,,Computational Intelligence,Wiley,https://dblp.org/db/journals/ci/,C,Journal,8
507,,Computer Speech & Language,Elsevier,https://dblp.org/db/journals/csl/,C,Journal,8
508,,Connection Science,Taylor & Francis,https://dblp.org/db/journals/connection/,C,Journal,8
509,DSS,Decision Support Systems,Elsevier,https://dblp.org/db/journals/dss/,C,Journal,8
510,EAAI,Engineering Applications of Artificial Intelligence,Elsevier,https://dblp.org/db/journals/eaai/,C,Journal,8
511,,Blackwell/ Wiley,Expert Systems,https://dblp.org/db/journals/es/,C,Journal,8
512,ESWA,Expert Systems with Applications,Elsevier,https://dblp.org/db/journals/eswa/,C,Journal,8
513,,Fuzzy Sets and Systems,Elsevier,https://dblp.org/db/journals/fss/,C,Journal,8
514,TG,IEEE Transactions on Games,IEEE,https://dblp.org/db/journals/tciaig/,C,Journal,8
515,IET-CVI,IET Computer Vision,IET,https://dblp.org/db/journals/iet-cvi/index.html,C,Journal,8
516,,IET Signal Processing,IET,https://dblp.org/db/journals/iet-spr/index.html,C,Journal,8
517,IVC,Image and Vision Computing,Elsevier,https://dblp.org/db/journals/ivc/,C,Journal,8
518,IDA,Intelligent Data Analysis,IOS Press,https://dblp.org/db/journals/ida/,C,Journal,8
519,IJCIA,International Journal of Computational Intelligence and Applications,World Scientific,https://dblp.org/db/journals/ijcia/,C,Journal,8
520,IJIS,International Journal of Intelligent Systems,Wiley,https://dblp.org/db/journals/ijis/,C,Journal,8
521,IJNS,International Journal of Neural Systems,World Scientific,https://dblp.org/db/journals/ijns/,C,Journal,8
522,IJPRAI,International Journal of Pattern Recognition and Artificial Intelligence,World Scientific,https://dblp.org/db/journals/ijprai/,C,Journal,8
523,IJUFKS,"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",World Scientific,https://dblp.org/db/journals/ijufks/,C,Journal,8
524,IJDAR,International Journal on Document Analysis and Recognition,Springer,https://dblp.org/db/journals/ijdar/,C,Journal,8
525,JETAI,Journal of Experimental and Theoretical Artificial Intelligence,Taylor & Francis,https://dblp.org/db/journals/jetai/,C,Journal,8
526,KBS,Knowledge-Based Systems,Elsevier,https://dblp.org/db/journals/kbs/,C,Journal,8
527,,Machine Translation,Springer,https://dblp.org/db/journals/mt/,C,Journal,8
528,,Machine Vision and Applications,Springer,https://dblp.org/db/journals/mva/,C,Journal,8
529,,Natural Computing,Springer,https://dblp.org/db/journals/nc/,C,Journal,8
530,NLE,Natural Language Engineering,Cambridge University Press,https://dblp.org/db/journals/nle/,C,Journal,8
531,NCA,Neural Computing and Applications,Springer,https://dblp.org/db/journals/nca/,C,Journal,8
532,NPL,Neural Processing Letters,Springer,https://dblp.org/db/journals/npl/,C,Journal,8
533,,Neurocomputing,Elsevier,https://dblp.org/db/journals/ijon/,C,Journal,8
534,PAA,Pattern Analysis and Applications,Springer,https://dblp.org/db/journals/paa/,C,Journal,8
535,PRL,Pattern Recognition Letters,Elsevier,https://dblp.org/db/journals/prl/,C,Journal,8
536,,Soft Computing,Springer,https://dblp.org/db/journals/soco/,C,Journal,8
537,WI,Web Intelligence,IOS Press,https://dblp.org/db/journals/wias/,C,Journal,8
538,TIIS,ACM Transactions on Interactive Intelligent Systems,ACM,https://dblp.org/db/journals/tiis/index.html,C,Journal,8
539,TELO,ACM Transactions on Evolutionary Learning and Optimization,ACM,https://dblp.org/db/journals/telo/index.html,C,Journal,8
540,JATS,ACM Journal on Autonomous Transportation Systems,ACM,https://dblp.org/db/journals/jats/,C,Journal,8
541,AAAI,AAAI Conference on Artificial Intelligence,AAAI,https://dblp.org/db/conf/aaai/,A,Conference,8
542,NeurIPS,Conference on Neural Information Processing Systems,MIT Press,https://dblp.org/db/conf/nips/,A,Conference,8
543,ACL,Annual Meeting of the Association for Computational Linguistics,ACL,https://dblp.org/db/conf/acl/,A,Conference,8
544,CVPR,IEEE/CVF Computer Vision and Pattern Recognition Conference,IEEE,https://dblp.org/db/conf/cvpr/,A,Conference,8
545,ICCV,International Conference on Computer Vision,IEEE,https://dblp.org/db/conf/iccv/,A,Conference,8
546,ICML,International Conference on Machine Learning,ACM,https://dblp.org/db/conf/icml/,A,Conference,8
547,ICLR,International Conference on Learning Representations,OpenReview,https://dblp.org/db/conf/iclr/index.html,A,Conference,8
548,COLT,Annual Conference on Computational Learning Theory,Springer,https://dblp.org/db/conf/colt/,B,Conference,8
549,EMNLP,Conference on Empirical Methods in Natural Language Processing,ACL,https://dblp.org/db/conf/emnlp/,B,Conference,8
550,ECAI,European Conference on Artificial Intelligence,IOS Press,https://dblp.org/db/conf/ecai/,B,Conference,8
551,ECCV,European Conference on Computer Vision,Springer,https://dblp.org/db/conf/eccv/,B,Conference,8
552,ICRA,IEEE International Conference on Robotics and Automation,IEEE,https://dblp.org/db/conf/icra/,B,Conference,8
553,ICAPS,International Conference on Automated Planning and Scheduling,AAAI,https://dblp.org/db/conf/icaps/index.html,B,Conference,8
554,ICCBR,International Conference on Case-Based Reasoning,Springer,https://dblp.org/db/conf/iccbr/,B,Conference,8
555,COLING,International Conference on Computational Linguistics,International Committee on Computational Linguistics,https://dblp.org/db/conf/coling/,B,Conference,8
556,KR,International Conference on Principles of Knowledge Representation and Reasoning,Morgan Kaufmann,https://dblp.org/db/conf/kr/,B,Conference,8
557,UAI,Conference on Uncertainty in Artificial Intelligence,AUAI,https://dblp.org/db/conf/uai/,B,Conference,8
558,AAMAS,International Joint Conference on Autonomous Agents and Multi-agent Systems,Springer,https://dblp.org/db/conf/ifaamas/index.html,B,Conference,8
559,PPSN,Parallel Problem Solving from Nature,Springer,https://dblp.org/db/conf/ppsn/,B,Conference,8
560,NAACL,North American Chapter of the Association for Computational Linguistics,Association for Computational Linguistics,https://dblp.org/db/conf/naacl/,B,Conference,8
561,IJCAI,International Joint Conference on Artificial Intelligence,Morgan Kaufmann,https://dblp.org/db/conf/ijcai/,B,Conference,8
562,AISTATS,International Conference on Artificial Intelligence and Statistics,JMLR,https://dblp.org/db/conf/aistats/,C,Conference,8
563,ACCV,Asian Conference on Computer Vision,Springer,https://dblp.org/db/conf/accv/,C,Conference,8
564,ACML,Asian Conference on Machine Learning,JMLR,https://dblp.org/db/conf/acml/,C,Conference,8
565,BMVC,British Machine Vision Association,British Machine Vision Conference,https://dblp.org/db/conf/bmvc/,C,Conference,8
566,NLPCC,CCF International Conference on Natural Language Processing and Chinese Computing,Springer,https://dblp.org/db/conf/nlpcc/,C,Conference,8
567,CoNLL,Conference on Computational Natural Language Learning,Association for Computational Linguistics,https://dblp.org/db/conf/conll,C,Conference,8
568,GECCO,Genetic and Evolutionary Computation Conference,ACM,https://dblp.org/db/conf/gecco/,C,Conference,8
569,ICTAI,IEEE International Conference on Tools with Artificial Intelligence,IEEE,https://dblp.org/db/conf/ictai/,C,Conference,8
570,IROS,IEEE\RSJ International Conference on Intelligent Robots and Systems,IEEE,https://dblp.org/db/conf/iros/,C,Conference,8
571,ALT,International Conference on Algorithmic Learning Theory,Springer,https://dblp.org/db/conf/alt/,C,Conference,8
572,ICANN,International Conference on Artificial Neural Networks,Springer,https://dblp.org/db/conf/icann/,C,Conference,8
573,FG,IEEE International Conference on Automatic Face and Gesture Recognition,IEEE,https://dblp.org/db/conf/fgr/,C,Conference,8
574,ICDAR,International Conference on Document Analysis and Recognition,IEEE,https://dblp.org/db/conf/icdar/,C,Conference,8
575,ILP,International Conference on Inductive Logic Programming,Springer,https://dblp.org/db/conf/ilp/,C,Conference,8
576,KSEM,"International conference on Knowledge Science, Engineering and Management",Springer,https://dblp.org/db/conf/ksem/,C,Conference,8
577,ICONIP,International Conference on Neural Information Processing,Springer,https://dblp.org/db/conf/iconip/,C,Conference,8
578,ICPR,International Conference on Pattern Recognition,IEEE,https://dblp.org/db/conf/icpr/,C,Conference,8
579,IJCB,International Joint Conference on Biometrics,IEEE,https://dblp.org/db/conf/icb/,C,Conference,8
580,IJCNN,International Joint Conference on Neural Networks,IEEE,https://dblp.org/db/conf/ijcnn/,C,Conference,8
581,PRICAI,Pacific Rim International Conference on Artificial Intelligence,Springer,https://dblp.org/db/conf/pricai/,C,Conference,8
582,IEEE CEC,Congress on Evolutionary Computation,IEEE,https://dblp.org/db/conf/cec/index.html,C,Conference,8
583,DAI,International Conference on Distributed Artificial Intelligence,ACM/ Springer,https://dblp.org/db/conf/dai2/index.html,C,Conference,8
584,TOCHI,ACM Transactions on Computer-Human Interaction,ACM,https://dblp.org/db/journals/tochi/,A,Journal,9
585,IJHCS,International Journal of Human-Computer Studies,Elsevier,https://dblp.org/db/journals/ijmms/,A,Journal,9
586,CSCW,Computer Supported Cooperative Work,Springer,https://dblp.org/db/journals/cscw/,B,Journal,9
587,HCI,Human-Computer Interaction,Taylor & Francis,https://dblp.org/db/journals/hhci/,B,Journal,9
588,,IEEE Transactions on Human-Machine Systems,IEEE,https://dblp.org/db/journals/thms/,B,Journal,9
589,IWC,Interacting with Computers,Oxford University Press,https://dblp.org/db/journals/iwc/,B,Journal,9
590,IJHCI,International Journal of Human-Computer Interaction,Taylor & Francis,https://dblp.org/db/journals/ijhci/,B,Journal,9
591,UMUAI,User Modeling and User-Adapted Interaction,Springer,https://dblp.org/db/journals/umuai/,B,Journal,9
592,TSMC,"IEEE Transactions on Systems, Man,and Cybernetics: Systems",IEEE,https://dblp.org/db/journals/tsmc/tsmc12.html,B,Journal,9
593,CCF TPCI,CCF Transactions on Pervasive Computing and Interaction,CCF/ Springer,https://dblp.org/db/journals/ccftpci/index.html,B,Journal,9
594,BIT,Behaviour & Information Technology,Taylor & Francis,https://dblp.org/db/journals/behaviourIT/,C,Journal,9
595,PUC,Personal and Ubiquitous Computing,Springer,https://dblp.org/db/journals/puc/,C,Journal,9
596,PMC,Pervasive and Mobile Computing,Elsevier,https://dblp.org/db/journals/percom/,C,Journal,9
597,PACMHCI,Proceedings of the ACM on Human-Computer Interaction,ACM,https://dblp.org/db/journals/pacmhci/index.html,C,Journal,9
598,THRI,ACM Transactions on Human-Robot Interaction,ACM,https://dblp.org/db/journals/thri/index.html,C,Journal,9
599,CSCW,ACM Conference On Computer-Supported Cooperative Work And Social Computing,ACM,https://dblp.org/db/conf/cscw,A,Conference,9
600,CHI,ACM Conference on Human Factors in Computing Systems,ACM,https://dblp.org/db/conf/chi,A,Conference,9
601,UbiComp,ACM international joint conference on Pervasive and Ubiquitous Computing,ACM,https://dblp.org/db/conf/huc/,A,Conference,9
602,UIST,ACM Symposium on User Interface Software and Technology,ACM,https://dblp.org/db/conf/uist/,A,Conference,9
603,GROUP,ACM International Conference on Supporting Group Work,ACM,https://dblp.org/db/conf/group/,B,Conference,9
604,IUI,ACM International Conference on Intelligent User Interfaces,ACM,https://dblp.org/db/conf/iui/,B,Conference,9
605,ISS,ACM International Conference on Interactive Surfaces and Spaces,ACM,https://dblp.org/db/conf/tabletop/,B,Conference,9
606,ECSCW,European Conference on Computer Supported Cooperative Work,Springer,https://dblp.org/db/conf/ecscw/,B,Conference,9
607,PERCOM,IEEE International Conference on Pervasive Computing and Communications,IEEE,https://dblp.org/db/conf/percom/,B,Conference,9
608,MobileHCI,ACM International Conference on Mobile Human- Computer Interaction,ACM,https://dblp.org/db/conf/mhci/,B,Conference,9
609,ICWSM,The International AAAI Conference on Web and Social Media,AAAI,https://dblp.org/db/conf/icwsm/index.html,B,Conference,9
610,DIS,ACM SIGCHI Conference on Designing Interactive Systems,ACM,https://dblp.org/db/conf/ACMdis,C,Conference,9
611,ICMI,ACM International Conference on Multimodal Interaction,ACM,https://dblp.org/db/conf/icmi/,C,Conference,9
612,ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,ACM,https://dblp.org/db/conf/assets,C,Conference,9
613,GI,Graphics Interface,ACM,https://dblp.org/db/conf/graphicsinterface/,C,Conference,9
614,UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,IEEE,https://dblp.org/db/conf/uic/,C,Conference,9
615,,IEEE World Haptics Conference,IEEE,https://dblp.org/db/conf/haptics/,C,Conference,9
616,INTERACT,International Conference on Human- Computer Interaction of International Federation for Information Processing,IFIP,https://dblp.org/db/conf/interact/,C,Conference,9
617,IDC,ACM Interaction Design and Children,ACM,https://dblp.org/db/conf/acmidc/,C,Conference,9
618,CollaborateCom,"International Conference on Collaborative Computing: Networking, Applications and Worksharing",Springer,https://dblp.org/db/conf/colcom/,C,Conference,9
619,CSCWD,International Conference on Computer Supported Cooperative Work in Design,Springer,https://dblp.org/db/conf/cscwd/,C,Conference,9
620,CoopIS,International Conference on Cooperative Information Systems,Springer,https://dblp.org/db/conf/coopis/,C,Conference,9
621,MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",Springer,https://dblp.org/db/conf/mobiquitous/,C,Conference,9
622,AVI,International Working Conference on Advanced Visual Interfaces,ACM,https://dblp.org/db/conf/avi/,C,Conference,9
623,GPC,"Conference on Green, Pervasive and Cloud Computing",Springer,https://dblp.org/db/conf/gpc/index.html,C,Conference,9
624,ICXR,CCF International Conference on Extended Reality,Springer,https://dblp.org/db/conf/icxr/index.html,C,Conference,9
625,JACM,Journal of the ACM,ACM,https://dblp.org/db/journals/jacm/,A,Journal,10
626,Proc. IEEE,Proceedings of the IEEE,IEEE,https://dblp.org/db/journals/pieee/,A,Journal,10
627,SCIS,Science China Information Sciences,Science in China Press/Springer,https://dblp.org/db/journals/chinaf/,A,Journal,10
628,Bioinformatics,Oxford University Press,Bioinformatics,https://dblp.org/db/journals/bioinformatics/,A,Journal,10
629,,Briefings in Bioinformatics,Oxford University Press,https://dblp.org/db/journals/bib/,B,Journal,10
630,Cognition,Cognition,Elsevier,http://www.journals.elsevier.com/cognition/,B,Journal,10
631,TASAE,IEEE Transactions on Automation Science and Engineering,IEEE,https://dblp.org/db/journals/tase/,B,Journal,10
632,TGARS,IEEE Transactions on Geoscience and Remote Sensing,IEEE,https://dblp.org/db/journals/tgrs/,B,Journal,10
633,TITS,IEEE Transactions on Intelligent Transportation Systems,IEEE,https://dblp.org/db/journals/tits/,B,Journal,10
634,TMI,IEEE Transactions on Medical Imaging,IEEE,https://dblp.org/db/journals/tmi/,B,Journal,10
635,TR,IEEE Transactions on Robotics,IEEE,https://dblp.org/db/journals/trob/,B,Journal,10
636,TCBB,IEEE/ACM Transactions on Computational Biology and Bioinformatics,IEEE/ACM,https://dblp.org/db/journals/tcbb/,B,Journal,10
637,JCST,Journal of Computer Science and Technology,SCIENCE PRESS/Springer,https://dblp.org/db/journals/jcst/,B,Journal,10
638,JAMIA,Journal of the American Medical Informatics Association,BMJ Journals,https://dblp.org/db/journals/jamia/,B,Journal,10
639,,PLOS Computational Biology,Public Library of Science,https://dblp.org/db/journals/ploscb/,B,Journal,10
640,,Oxford University Press,The Computer Journal,https://dblp.org/db/journals/cj/,B,Journal,10
641,WWW,The Web Conference,Springer,https://dblp.org/db/journals/www/index.html,B,Journal,10
642,FCS,Frontiers of Computer Science,Higher Education Press,https://dblp.org/db/journals/fcsc/,B,Journal,10
643,BCRA,Blockchain: Research and Applications,浙江大学出版社 /Elsevier,https://dblp.org/search?q=BCRA,B,Journal,10
644,,BMC Bioinformatics,BioMed Central,https://dblp.org/db/journals/bmcbi/,C,Journal,10
645,,Cybernetics and Systems,Taylor&Francis,https://dblp.org/db/journals/cas/,C,Journal,10
646,,IEEE Geoscience and Remote Sensing Letters,,https://dblp.org/db/journals/lgrs/,C,Journal,10
647,JBHI,IEEE Journal of Biomedical and Health Informatics,,https://dblp.org/db/journals/titb/,C,Journal,10
648,TBD,IEEE Transactions on Big Data,,https://dblp.org/db/journals/tbd/,C,Journal,10
649,,IET Intelligent Transport Systems,,http://digital-library.theiet.org/content/journals/iet-its,C,Journal,10
650,JBI,Journal of Biomedical Informatics,Elsevier,https://dblp.org/db/journals/jbi/,C,Journal,10
651,,Medical Image Analysis,Elsevier,https://dblp.org/db/journals/mia/,C,Journal,10
652,TII,IEEE Transactions on Industrial Informatics,,https://dblp.org/db/journals/tii/index.html,C,Journal,10
653,TCPS,ACM Transactions on Cyber-Physical Systems,,https://dblp.org/db/journals/tcps/index.html,C,Journal,10
654,TOCE,ACM Transactions on Computing Education,,https://dblp.org/db/journals/jeric/index.html,C,Journal,10
655,EITEE,ENGINEERING Information Technology & Electronic Engineering,浙江大学出版社 （原Springer）,https://www.academax.com/EITEE/home,C,Journal,10
656,TCSS,IEEE Transactions on Computational Social Systems,,https://dblp.org/db/journals/tcss/index.html,C,Journal,10
657,,IEEE Transactions on Reliability,,https://dblp.org/db/journals/tr/index.html,C,Journal,10
658,HEALTH,ACM Transactions on Computing for Healthcare,,https://dblp.org/db/journals/health/index.html,C,Journal,10
659,ACM DLT,ACM Distributed Ledger Technologies: Research and Practice,,https://dblp.org/db/journals/distribledger/index.html,C,Journal,10
660,WWW,The Web Conference,ACM,https://dblp.org/db/conf/www/,A,Conference,10
661,RTSS,IEEE Real-Time Systems Symposium,IEEE,https://dblp.org/db/conf/rtss/,A,Conference,10
662,CogSci,Annual Meeting of the Cognitive Science Society,Psychology Press,https://dblp.org/db/conf/cogsci/,B,Conference,10
663,BIBM,IEEE International Conference on Bioinformatics and Biomedicine,IEEE,https://dblp.org/db/conf/bibm/,B,Conference,10
664,EMSOFT,International Conference on Embedded Software,IEEE/ACM /IFIP,https://dblp.org/db/conf/emsoft/,B,Conference,10
665,ISMB,International conference on Intelligent Systems for Molecular Biology,Oxford Journals,https://dblp.org/db/conf/ismb/index.html,B,Conference,10
666,RECOMB,Annual International Conference on Research in Computational Molecular Biology,Springer,https://dblp.org/db/conf/recomb/,B,Conference,10
667,MICCAI,International Conference on Medical Image Computing and Computer-Assisted Intervention,Springer,https://dblp.org/db/conf/miccai/index.html,B,Conference,10
668,WINE,Conference on Web and Internet Economics,Springer,https://dblp.org/db/conf/wine/index.html,B,Conference,10
669,AMIA,American Medical Informatics Association Annual Symposium,AMIA,https://dblp.org/db/conf/amia/,C,Conference,10
670,APBC,Asia Pacific Bioinformatics Conference,BioMed Central,https://dblp.org/db/conf/apbc/,C,Conference,10
671,IEEE BigData,IEEE Intermational Conference on Big Data,IEEE,https://dblp.org/db/conf/bigdataconf/,C,Conference,10
672,IEEE CLOUD,IEEE International Conference on Cloud Computing,IEEE,https://dblp.org/db/conf/IEEEcloud/,C,Conference,10
673,SMC,"IEEE International Conference on Systems,Man,and Cybernetics",IEEE,https://dblp.org/db/conf/smc/,C,Conference,10
674,COSIT,International Conference on Spatial Information Theory,ACM,https://dblp.org/db/conf/cosit/,C,Conference,10
675,ISBRA,International Symposium on Bioinformatics Research and Applications,Springer,https://dblp.org/db/conf/isbra/,C,Conference,10
676,SAGT,International Symposium on Algorithmic Game Theory,Springer,https://dblp.org/db/conf/sagt/index.html,C,Conference,10
677,SIGSPATIAL,ACM Special Interest Group on Spatial Information,ACM,https://dblp.org/db/journals/sigspatial/index.html,C,Conference,10
678,ICIC,International Conference on Intelligent Computing,Springer-Nature,https://dblp.org/db/conf/icic/index.html,C,Conference,10
679,ICSS,International Conference on Service Science,CCF/Springer,https://dblp.org/db/conf/service/index.html,C,Conference,10
680,AFT,Advances in Financial Technologies,Springer,https://dblp.org/db/conf/aft/index.html,C,Conference,10
681,IJTCS-FAW,International Joint Conference on Theoretical Computer Science-Frontier of Algorithmic Wisdom,Springer,https://dblp.org/db/conf/faw/index.html,C,Conference,10
